fetchdate_orig	page_domain_root	page_url	title_new	OR and OR2 and AND filters	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
05/01/2022 00:00:00	aif.ru	https://aif.ru/politics/world/lukashenko_podpisal_zakon_o_genocide_belorusskogo_naroda_v_gody_vov	лукашенко подписал закон о геноциде белорусского народа в годы вов	True	176543	(?=.*).*	(геноцид)	()
09/01/2022 00:00:00	aif.ru	https://aif.ru/society/v_minske_ocenili_pomoshch_rf_v_rassledovanii_dela_o_genocide_naroda_bssr	в минске оценили помощь рф в расследовании дела о геноциде народа бсср	True	177423	(?=.*).*	(геноцид)	()
29/01/2022 00:00:00	aif.ru	https://aif.ru/society/history/putin_poruchil_vklyuchit_v_kalendarnyy_plan_dni_pamyati_zhertv_genocida	путин поручил включить в календарный план дни памяти жертв геноцида	True	173631	(?=.*).*	(геноцид)	()
18/02/2022 00:00:00	aif.ru	https://aif.ru/politics/world/zaharova_proishodyashchee_v_donbasse_genocid_so_storony_ukrainy	захарова  происходящее в донбассе   геноцид со стороны украины	True	175179	(?=.*).*	(геноцид)	()
21/02/2022 00:00:00	aif.ru	https://aif.ru/politics/world/smeshnoy_genocid_kancler_frg_ne_vidit_problemy_v_massovyh_ubiystvah	смешной  геноцид  канцлер фрг не видит проблемы в массовых убийствах	True	175110	(?=.*).*	(геноцид)	()
05/01/2022 00:00:00	gazeta.ru	https://www.gazeta.ru/politics/news/2022/01/05/17104153.shtml	лукашенко подписал закон  о геноциде белорусского народа    газета ru	True	309394	(?=.*).*	(геноцид)	()
12/01/2022 00:00:00	gazeta.ru	https://www.gazeta.ru/science/news/2022/01/12/17130289.shtml	геноцид в руанде изменил днк местных женщин и их детей   газета ru	True	309148	(?=.*).*	(геноцид)	()
24/01/2022 00:00:00	riafan.ru	https://riafan.ru/1593928-indeiskii-vozhd-uilkaman-obvinil-armiyu-chili-v-genocide-mapuche	индейский вождь уилкаман обвинил армию чили в геноциде мапуче	True	413194	(?=.*).*	(геноцид)	()
24/01/2022 00:00:00	riafan.ru	https://riafan.ru/region/rostov-don/1593901-deistviya-fashistskih-zahvatchikov-v-rostovskoi-oblasti-v-gody-vov-mogut-priznat-genocidom	действия фашистских захватчиков в ростовской области в годы вов могут признать геноцидом	True	415314	(?=.*).*	(геноцид)	()
28/01/2022 00:00:00	riafan.ru	https://riafan.ru/1596487-nuzhno-pomnit-o-genocide-sovetskogo-naroda-kto-dobrovolno-voeval-protiv-sssr	нужно помнить о геноциде советского народа  кто добровольно воевал против ссср	True	407615	(?=.*).*	(геноцид)	()
13/01/2022 00:00:00	tass.ru	https://tass.ru/mezhdunarodnaya-panorama/13420767	афины осудили нападки анкары на президента греции из за слов о геноциде греков понтийцев	True	262721	(?=.*).*	(геноцид)	()
24/01/2022 00:00:00	tass.ru	https://tass.ru/mezhdunarodnaya-panorama/13506619	лукашенко заявил  что расследование дела о геноциде белорусов будет вестись постоянно	True	265733	(?=.*).*	(геноцид)	()
25/01/2022 00:00:00	tass.ru	https://tass.ru/obschestvo/13522749	росархив окажет помощь генпрокуратуре белоруссии по делу о геноциде	True	259728	(?=.*).*	(геноцид)	()
